 array_element_name	array_element_type	organism	is_control	locus	description	chromosome
266877_at	oligonucleotide	Arabidopsis thaliana	no	AT2G44570	glycosyl hydrolase 9B12;(source:Araport11)	2
251230_at	oligonucleotide	Arabidopsis thaliana	no	AT3G62750	Encodes a putative beta glucosidase, expressed in the peroxisome.	3
245036_at	oligonucleotide	Arabidopsis thaliana	no	AT2G26410	Member of IQ67 (CaM binding) domain containing family.	2
257464_at	oligonucleotide	Arabidopsis thaliana	no	AT1G20940	F-box family protein;(source:Araport11)	1
258814_at	oligonucleotide	Arabidopsis thaliana	no	AT3G03980	NAD(P)-binding Rossmann-fold superfamily protein;(source:Araport11)	3
250995_at	oligonucleotide	Arabidopsis thaliana	no	AT5G02500	encodes a member of heat shock protein 70 family.	5
251824_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55090	Belongs to a clade of five Arabidopsis thaliana ABCG half-transporters that are required for synthesis of an effective suberin barrier in roots and seed coats (ABCG2, ABCG6, and ABCG20) and for synthesis of an intact pollen wall (ABCG1 and ABCG16).	3
259486_at	oligonucleotide	Arabidopsis thaliana	no	AT1G15710	prephenate dehydrogenase family protein;(source:Araport11)	1
265461_at	oligonucleotide	Arabidopsis thaliana	no	AT2G46500	Phosphoinositide  kinase which undergo autophosphorylation and phosphorylate serine/threonine  residues of protein substrates. Contains phosphoinositide 3/4-kinase and ubiquitin-like domains. Phosphorylates PUFD1 and RPN10 in vitro.	2
250823_at	oligonucleotide	Arabidopsis thaliana	no	AT5G05180	myosin heavy chain, striated protein;(source:Araport11)	5
253110_at	oligonucleotide	Arabidopsis thaliana	no	AT4G35930	F-box family protein;(source:Araport11)	4
264262_at	oligonucleotide	Arabidopsis thaliana	no	AT1G09200	Histone superfamily protein;(source:Araport11)	1
257868_at	oligonucleotide	Arabidopsis thaliana	no	AT3G25070	Encodes a member of the R protein complex and may represent a virulence target of type III pili effector proteins (virulence factors) from bacterial pathogens, which is  Primeguarded Prime by R protein complex (RPM1 and RPS2 proteins). RIN4 physically interacts with RPS2 and RPM1 in vivo. Bacterial avirulence (Avr) effectors AvrB, AvrRpm1, and AvrRpt2 induce a mobility shift in RIN4 and expression of AvrRpt2 induces rapid degradation of RIN4. RIN4 contains 2 sites for AvrRpt2 autocleavage, called RCS1 and RCS2. Overexpression of RIN4 inhibits multiple phenotypes associated with AvrRpt2 function and also inhibits PAMP-induced defense signaling. Attached to the plasma membrane at its carboxyl terminus. Cleaved  by AvrRpt2 at two PxFGxW motifs, one releasing a large portion of RIN4 from the  plasma membrane and both exposing amino-terminal residues that destabilized the carboxyl-terminal cleavage products by targeting them for N-end ubiquitylation and proteasomal degradation. Major virulence target of the TTSE HopF2Pto.The mRNA is cell-to-cell mobile.	3
251658_at	oligonucleotide	Arabidopsis thaliana	no	AT3G57020	Calcium-dependent phosphotriesterase superfamily protein;(source:Araport11)	3
251352_at	oligonucleotide	Arabidopsis thaliana	no	AT3G61070	member of the peroxin11 (PEX11) gene family, integral to peroxisome membrane, controls peroxisome proliferation.	3
258533_at	oligonucleotide	Arabidopsis thaliana	no	AT3G06670	SMEK1 forms a catalytically active complex with  PP4 proteins. The complex has been shown to target and dephosphorylate HYL1 which in turn promotes miRNA biogenesis. Mutants have pleiotrophic phenotypes and decreased production of miRNA. SMEK1 accumulation is responsive to ABA.	3
250226_at	oligonucleotide	Arabidopsis thaliana	no	AT5G13780	Encodes the catalytic subunit of a N-terminal acetyltransferase.	5
265610_at	oligonucleotide	Arabidopsis thaliana	no	AT2G25430	AP180 N-terminal homology domain, TPLATE complex protein involved in clathrin-mediated endocytosis.	2
246506_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16110	hypothetical protein;(source:Araport11)	5
259321_at	oligonucleotide	Arabidopsis thaliana	no	AT3G01040	Encodes a protein with  putative galacturonosyltransferase activity.	3
265476_at	oligonucleotide	Arabidopsis thaliana	no	AT2G15570	chloroplast protein similar to prokaryotic thioredoxin.	2
262241_at	oligonucleotide	Arabidopsis thaliana	no	AT1G48390	RNI-like superfamily protein;(source:Araport11)	1
251308_at	oligonucleotide	Arabidopsis thaliana	no	AT3G61130	Encodes a protein with  putative galacturonosyltransferase activity. The mRNA is cell-to-cell mobile.	3
248969_at	oligonucleotide	Arabidopsis thaliana	no	AT5G45310	coiled-coil protein;(source:Araport11)	5
260473_at	oligonucleotide	Arabidopsis thaliana	no	AT1G10875	core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein;(source:Araport11)	1
248427_at	oligonucleotide	Arabidopsis thaliana	no	AT5G51750	subtilase 1.3;(source:Araport11)	5
264963_at	oligonucleotide	Arabidopsis thaliana	no	AT1G60600	Encodes a protein similar to 1,4-dihydroxy-2-naphthoic acid phytyltransferase involved in phylloquinone and plastoquinone biosynthesis. Mutants are pale green and heterotrophic with defects in photosynthetic electron transport.	1
245197_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67800	Copine (Calcium-dependent phospholipid-binding protein) family;(source:Araport11)	1
263437_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28670	Encodes a protein of unknown function that is involved in formation of the casparian strip. ESB1 is localized to the casparian strip and this localization is depended on CASP1 and 2. esb1 mutants have increased levels of suberin, disordered casparian strip and altered levels of several ions in their leaves.	2
246261_at	oligonucleotide	Arabidopsis thaliana	no	AT1G31810	Encodes the Type II Arabidopsis formin14.  Interacts with microtubules and microfilaments to regulate cell division.	1
259289_at	oligonucleotide	Arabidopsis thaliana	no	AT3G11350	Pentatricopeptide repeat (PPR) superfamily protein;(source:Araport11)	3
251011_at	oligonucleotide	Arabidopsis thaliana	no	AT5G02560	Encodes HTA12, a histone H2A protein.	5
256682_at	oligonucleotide	Arabidopsis thaliana	no	AT3G52200	Encodes a dihydrolipoamide S-acetyltransferase, a subunit of the mitochondrial pyruvate dehydrogenase complex.	3
250797_at	oligonucleotide	Arabidopsis thaliana	no	AT5G05310	TLC ATP/ADP transporter;(source:Araport11)	5
254752_at	oligonucleotide	Arabidopsis thaliana	no	AT4G13160	zein-binding protein (Protein of unknown function, DUF593);(source:Araport11)	4
260008_at	oligonucleotide	Arabidopsis thaliana	no	AT1G68070	Zinc finger, C3HC4 type (RING finger) family protein;(source:Araport11)	1
249130_at	oligonucleotide	Arabidopsis thaliana	no	AT5G43100	Eukaryotic aspartyl protease family protein;(source:Araport11)	5
259330_at	oligonucleotide	Arabidopsis thaliana	no	AT3G16270	ENTH/VHS family protein;(source:Araport11)	3
248398_at	oligonucleotide	Arabidopsis thaliana	no	AT5G51970	Encodes a putative sorbitol dehydrogenase that can be thiolated in vitro.	5
246499_at	oligonucleotide	Arabidopsis thaliana	no	AT5G16260	Encodes a RNA binding protein ELF9 (EARLY FLOWERING9).  Loss of ELF9 function in the Wassilewskija ecotype causes early flowering in short days.  ELF9 reduces SOC1 (SUPPRESSOR OF OVEREXPRESSION OF CO1) transcript levels, possibly via nonsense-mediated mRNA decay. The mRNA is cell-to-cell mobile.	5
259694_at	oligonucleotide	Arabidopsis thaliana	no	AT1G63180	Encodes a protein with UDP-D-glucose 4-epimerase activity. Involved in pollen development.	1
260148_at	oligonucleotide	Arabidopsis thaliana	no	AT1G52800	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein;(source:Araport11)	1
262519_at	oligonucleotide	Arabidopsis thaliana	no	AT1G17160	RBSK is a plastid localized ribokinase involved in nucleoside metabolism. It is the only member of this gene family in Arabidopsis.	1
248085_at	oligonucleotide	Arabidopsis thaliana	no	AT5G55480	Glycerophosphoryl diester phosphodiesterase-like protein involved in cell wall cellulose accumulation and pectin linking. Impacts root hair, trichome and epidermal cell development. The mRNA is cell-to-cell mobile.	5
248543_at	oligonucleotide	Arabidopsis thaliana	no	AT5G50230	autophagy-related (ATG) gene	5
252203_at	oligonucleotide	Arabidopsis thaliana	no	AT3G50320	hypothetical protein;(source:Araport11)	3
259921_at	oligonucleotide	Arabidopsis thaliana	no	AT1G72540	Protein kinase superfamily protein;(source:Araport11)	1
248115_at	oligonucleotide	Arabidopsis thaliana	no	AT5G54870	inositol-1,4,5-trisphosphate 5-phosphatase;(source:Araport11)	5
259548_at	oligonucleotide	Arabidopsis thaliana	no	AT1G35260	MLP-like protein 165;(source:Araport11)	1
262077_at	oligonucleotide	Arabidopsis thaliana	no	AT1G59610	A high molecular weight GTPase whose GTP-binding domain shows a low homology to those of other plant dynamin-like proteins.Contains a pleckstrin homologous domain. DRP2B and DRP1A participate together in clathrin-coated vesicle formation during endocytosis. The mRNA is cell-to-cell mobile.	1
263150_at	oligonucleotide	Arabidopsis thaliana	no	AT1G54050	HSP20-like chaperones superfamily protein;(source:Araport11)	1
264153_at	oligonucleotide	Arabidopsis thaliana	no	AT1G65390	Phloem Protein2 family gene encoding a two-domain protein containing predicted lectin and Toll/Interleukin-1 receptor domains, which is induced upon spider mite attack and improves the ability to defend against T. urticae by participating in the tight regulation of hormonal cross talk upon mite feeding.	1
264213_at	oligonucleotide	Arabidopsis thaliana	no	AT1G65390	Phloem Protein2 family gene encoding a two-domain protein containing predicted lectin and Toll/Interleukin-1 receptor domains, which is induced upon spider mite attack and improves the ability to defend against T. urticae by participating in the tight regulation of hormonal cross talk upon mite feeding.	1
255109_s_at	oligonucleotide	Arabidopsis thaliana	no	AT4G08760	hypothetical protein;(source:Araport11)	4
260304_at	oligonucleotide	Arabidopsis thaliana	no	AT1G70480	OBP32pep, putative (DUF220);(source:Araport11)	1
259294_at	oligonucleotide	Arabidopsis thaliana	no	AT3G05327	Cyclin family protein;(source:Araport11)	3
258524_at	oligonucleotide	Arabidopsis thaliana	no	AT3G06810	Encodes a protein with similarity to acyl-CoA dehydrogenases. Mutations in IBR3 render   plants resistant to indole-3-butryic acid, a putative storage form of the biologically active auxin IAA  (indole-3-acetic acid). IBR3 is hypothesized to carry out the second step in a  &#946;-oxidation-like process of IBA metabolism in Arabidopsis.  Though its subcellular location has not been determined, IBR3 has a peroxisomal targeting  sequence and  two other putative IBA metabolic enzymes (IBR1 and IBR10)  can be found in this organelle. No specific enzymatic activity has been  documented for IBR3, but double mutant analyses with CHY1 argue against a role for IBR3 in general fatty  acid &#946;-oxidation. The mRNA is cell-to-cell mobile.	3
258525_at	oligonucleotide	Arabidopsis thaliana	no	AT3G06810	Encodes a protein with similarity to acyl-CoA dehydrogenases. Mutations in IBR3 render   plants resistant to indole-3-butryic acid, a putative storage form of the biologically active auxin IAA  (indole-3-acetic acid). IBR3 is hypothesized to carry out the second step in a  &#946;-oxidation-like process of IBA metabolism in Arabidopsis.  Though its subcellular location has not been determined, IBR3 has a peroxisomal targeting  sequence and  two other putative IBA metabolic enzymes (IBR1 and IBR10)  can be found in this organelle. No specific enzymatic activity has been  documented for IBR3, but double mutant analyses with CHY1 argue against a role for IBR3 in general fatty  acid &#946;-oxidation. The mRNA is cell-to-cell mobile.	3
248730_at	oligonucleotide	Arabidopsis thaliana	no	AT5G48050	Copia-like polyprotein/retrotransposon;(source:Araport11)	5
259496_at	oligonucleotide	Arabidopsis thaliana	no	AT1G15900	transmembrane protein;(source:Araport11)	1
245869_at	oligonucleotide	Arabidopsis thaliana	no	AT1G26330	DNA binding protein;(source:Araport11)	1
258400_at	oligonucleotide	Arabidopsis thaliana	no	AT3G15470	Transducin/WD40 repeat-like superfamily protein;(source:Araport11)	3
262510_at	oligonucleotide	Arabidopsis thaliana	no	AT1G11270	F-box and associated interaction domains-containing protein;(source:Araport11)	1
262879_at	oligonucleotide	Arabidopsis thaliana	no	AT1G64860	Subunit of chloroplast RNA polymerase, confers the ability to recognize promoter sequences on the core enzyme	1
266812_at	oligonucleotide	Arabidopsis thaliana	no	AT2G44830	AGCVIII kinase involved in the pulse-induced first positive phototropism. Plasma-membrane-associated element of a molecular rheostat that modulates auxin flux through developing protophloem sieve elements (PPSEs) while interacting with BRX, thereby timing PPSE differentiation. Activates PIN-mediated auxin efflux.	2
246055_at	oligonucleotide	Arabidopsis thaliana	no	AT5G08380	alpha-galactosidase 1;(source:Araport11)	5
256859_at	oligonucleotide	Arabidopsis thaliana	no	AT3G22940	F-box associated ubiquitination effector family protein;(source:Araport11)	3
267221_at	oligonucleotide	Arabidopsis thaliana	no	AT2G02480	STICHEL mutant shows trichomes with fewer than normal branches.	2
267354_at	oligonucleotide	Arabidopsis thaliana	no	AT2G39880	Encodes a putative transcription factor (MYB25).	2
254604_at	oligonucleotide	Arabidopsis thaliana	no	AT4G19070	Putative membrane lipoprotein;(source:Araport11)	4
258620_at	oligonucleotide	Arabidopsis thaliana	no	AT3G02940	Encodes a putative transcription factor (MYB107).	3
255761_at	oligonucleotide	Arabidopsis thaliana	no	AT1G16770	hypothetical protein;(source:Araport11)	1
265883_at	oligonucleotide	Arabidopsis thaliana	no	AT2G42310	ESSS subunit of NADH:ubiquinone oxidoreductase (complex I) protein;(source:Araport11)	2
263326_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04280	calcium ion-binding protein;(source:Araport11)	2
263932_at	oligonucleotide	Arabidopsis thaliana	no	AT2G35990	Putative lysine decarboxylase family protein;(source:Araport11)	2
250064_at	oligonucleotide	Arabidopsis thaliana	no	AT5G17890	Encodes a protein that appears to be involved in defense responses. Contains TIR, NB-LRR and LIM domains. A gain of function allele exhibits cold dependent phenotypes including apparent activation of defense responses and an increased freezing tolerance. The mRNA is cell-to-cell mobile.	5
261717_at	oligonucleotide	Arabidopsis thaliana	no	AT1G18400	Encodes the brassinosteroid signaling component BEE1 (BR-ENHANCED EXPRESSION 1). Positively modulates the shade avoidance syndrome in Arabidopsis seedlings.	1
266789_at	oligonucleotide	Arabidopsis thaliana	no	AT2G29020	Rab5-interacting family protein;(source:Araport11)	2
253966_at	oligonucleotide	Arabidopsis thaliana	no	AT4G26520	Aldolase superfamily protein;(source:Araport11)	4
251341_at	oligonucleotide	Arabidopsis thaliana	no	AT3G60770	Ribosomal protein S13/S15;(source:Araport11)	3
255799_at	oligonucleotide	Arabidopsis thaliana	no	AT4G10180	Encodes a nuclear-localized protein that acts as a repressor of photomorphogenesis and may be involved in chromatin remodeling. The mRNA is cell-to-cell mobile.	4
257659_at	oligonucleotide	Arabidopsis thaliana	no	AT3G13226	regulatory protein RecX family protein;(source:Araport11)	3
267573_at	oligonucleotide	Arabidopsis thaliana	no	AT2G30670	NAD(P)-binding Rossmann-fold superfamily protein;(source:Araport11)	2
254023_at	oligonucleotide	Arabidopsis thaliana	no	AT4G25770	alpha/beta-Hydrolases superfamily protein;(source:Araport11)	4
259119_at	oligonucleotide	Arabidopsis thaliana	no	AT3G01340	Transducin/WD40 repeat-like superfamily protein;(source:Araport11)	3
259154_at	oligonucleotide	Arabidopsis thaliana	no	AT3G10260	Reticulon family protein;(source:Araport11)	3
258151_at	oligonucleotide	Arabidopsis thaliana	no	AT3G18080	B-S glucosidase 44;(source:Araport11)	3
251881_at	oligonucleotide	Arabidopsis thaliana	no	AT3G54250	Encodes mevalonate diphosphate decarboxylase, the enzyme that catalyzes the synthesis of isopentenyl diphosphate, used in sterol and isoprenoid biosynthesis.	3
263876_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21880	RAB GTPase homolog 7A;(source:Araport11)	2
259034_at	oligonucleotide	Arabidopsis thaliana	no	AT3G09410	Pectinacetylesterase family protein;(source:Araport11)	3
253683_at	oligonucleotide	Arabidopsis thaliana	no	AT4G29650	Cytidine/deoxycytidylate deaminase family protein;(source:Araport11)	4
259198_at	oligonucleotide	Arabidopsis thaliana	no	AT3G03610	ELMO/CED-12 family protein;(source:Araport11)	3
267275_at	oligonucleotide	Arabidopsis thaliana	no	AT2G30240	Encodes a plasma membrane localized potassium transporter.	2
248386_at	oligonucleotide	Arabidopsis thaliana	no	AT5G51940	One of two highly similar proteins that can serve as a non-catalytic subunit of nuclear DNA-dependent RNA polymerases II, IV and V; homologous to budding yeast RPB6 and the E. coli RNA polymerase omega subunit. Probably redundant with At2g04630.	5
265611_at	oligonucleotide	Arabidopsis thaliana	no	AT2G25510	transmembrane protein;(source:Araport11)	2
246053_at	oligonucleotide	Arabidopsis thaliana	no	AT5G08340	Nucleotidylyl transferase superfamily protein;(source:Araport11)	5
253600_at	oligonucleotide	Arabidopsis thaliana	no	AT4G30810	serine carboxypeptidase-like 29;(source:Araport11)	4
247238_at	oligonucleotide	Arabidopsis thaliana	no	AT5G64610	Encodes an enzyme with histone acetyltransferase activity. HAM1 primarily acetylate histone H4, but also  display some ability to acetylate H3. Prior acetylation of lysine 5 on histone H4  reduces radioactive acetylation by either HAM1. HAM1 acetylates histone H4 lysine 5.	5
263761_at	oligonucleotide	Arabidopsis thaliana	no	AT2G21330	fructose-bisphosphate aldolase 1;(source:Araport11)	2
251396_at	oligonucleotide	Arabidopsis thaliana	no	AT3G60750	Transketolase;(source:Araport11)	3
265495_at	oligonucleotide	Arabidopsis thaliana	no	AT2G15695	peptide methionine sulfoxide reductase (Protein of unknown function DUF829, transmembrane 53);(source:Araport11)	2
266224_at	oligonucleotide	Arabidopsis thaliana	no	AT2G28800	member of Chloroplast membrane protein ALBINO3 family. Similar to pea PPF1 and may play a role in plant senescence.	2
246240_at	oligonucleotide	Arabidopsis thaliana	no	AT4G37130	Encodes a member of the Nup62 subcomplex of the Arabidopsis NPC.	4
254764_at	oligonucleotide	Arabidopsis thaliana	no	AT4G13250	Encodes a chlorophyll b reductase involved in the degradation of chlorophyll b and LHCII (light harvesting complex II).	4
248985_at	oligonucleotide	Arabidopsis thaliana	no	AT5G45160	Root hair defective 3 GTP-binding protein (RHD3);(source:Araport11)	5
251549_at	oligonucleotide	Arabidopsis thaliana	no	AT3G58890	RNI-like superfamily protein;(source:Araport11)	3
257947_at	oligonucleotide	Arabidopsis thaliana	no	AT3G21720	Encodes a glyoxylate cycle enzyme isocitrate lyase (ICL) involved in salt tolerance.	3
256544_at	oligonucleotide	Arabidopsis thaliana	no	AT1G42560	A member of a large family of seven-transmembrane domain proteins specific to plants, homologs of the barley mildew resistance locus o (MLO) protein. The Arabidopsis genome contains 15 genes encoding MLO proteins, with localization in plasma membrane. Phylogenetic analysis revealed four clades of closely-related AtMLO genes. ATMLO9 belongs to the clade III, with AtMLO5, AtMLO7, AtMLO8, and AtMLO10. The gene is expressed during early seedling growth, in cotyledon vascular system, in flowers (with strong expression in anthers) in siliques and fruit abscission zone; not expressed in roots, or in mature rosette leaves, as shown by GUS activity patterns. The expression of several phylogenetically closely-related AtMLO genes showed similar or overlapping tissue specificity and analogous responsiveness to external stimuli, suggesting functional redundancy, co-function, or antagonistic function(s).	1
256101_at	oligonucleotide	Arabidopsis thaliana	no	AT1G13760	hypothetical protein;(source:Araport11)	1
248929_at	oligonucleotide	Arabidopsis thaliana	no	AT5G46000	Mannose-binding lectin superfamily protein;(source:Araport11)	5
266330_at	oligonucleotide	Arabidopsis thaliana	no	AT2G01530	MLP-like protein 329;(source:Araport11)	2
247486_at	oligonucleotide	Arabidopsis thaliana	no	AT5G62140	ATP-dependent Clp protease ATP-binding subunit;(source:Araport11)	5
248133_at	oligonucleotide	Arabidopsis thaliana	no	AT5G54850	hexon;(source:Araport11)	5
262220_at	oligonucleotide	Arabidopsis thaliana	no	AT1G74740	member of Calcium Dependent Protein Kinase	1
257574_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20710	F-box family protein;(source:Araport11)	3
249593_at	oligonucleotide	Arabidopsis thaliana	no	AT5G37900	TRAF-like superfamily protein;(source:Araport11)	5
261550_at	oligonucleotide	Arabidopsis thaliana	no	AT1G63450	Encodes a xyloglucan-specific galacturonosyltransferase (XUT1) that forms the beta-d-galactosyluronic acid-(1->2)-alpha-d-xylosyl linkage.	1
258945_at	oligonucleotide	Arabidopsis thaliana	no	AT3G10660	predicted to encode calcium-dependent  protein kinase and is localized to the ER. Protein is myristoylated in a cell-free extract. Changing the proposed myristoylated site, G residue in the amino terminal,  to A prevented the meristoylation .  The G to A mutation decreased AtCPK2 membrane association by approximately 50%.	3
260292_at	oligonucleotide	Arabidopsis thaliana	no	AT1G63680	Encodes AtMurE, a homolog of the bacterial MurE that catalyze the ATP-dependent formation of UDP-N-acetylmuramic acid-tripeptide in bacterial peptidoglycan biosynthesis.  Localized to plastids.  AtMurE is involved in chloroplast biogenesis.	1
251776_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55620	Translation initiation factor IF6;(source:Araport11)	3
248340_at	oligonucleotide	Arabidopsis thaliana	no	AT5G52180	transmembrane protein 161AB protein;(source:Araport11)	5
250911_at	oligonucleotide	Arabidopsis thaliana	no	AT5G03730	Homologous to the RAF family of serine/threonine protein kinases. Negative regulator in the ethylene signal transduction pathway. Interacts with the putative ethylene receptors ETR1 and ERS. Constitutively expressed.	5
264821_at	oligonucleotide	Arabidopsis thaliana	no	AT1G03470	Encodes a member of the NET superfamily of proteins that potentially couples different membranes to the actin cytoskeleton in plant cells. It colocalizes with filamentous actin and is localized to the nuclear membrane and the vacuolar membrane.	1
263854_at	oligonucleotide	Arabidopsis thaliana	no	AT2G04430	nudix hydrolase homolog 5;(source:Araport11)	2
257977_at	oligonucleotide	Arabidopsis thaliana	no	AT3G20850	proline-rich family protein;(source:Araport11)	3
252385_at	oligonucleotide	Arabidopsis thaliana	no	AT3G47810	Homolog of yeast retromer subunit VPS29.  Part of a retromer-like protein complex involved in endosome to lysosome protein transport.	3
266881_at	oligonucleotide	Arabidopsis thaliana	no	AT2G44680	Encodes casein kinase II beta chain, a CK2 regulatory subunit. Nuclear-localized CKB4 protein exists in vivo as different isoforms, resulting from phosphorylation on serine residues. The phosphorylated isoforms are the preferred substrate for ubiquitination and degradation by the proteasome pathway. Involved in regulation of circadian clock.	2
245862_at	oligonucleotide	Arabidopsis thaliana	no	AT5G01010	retinal-binding protein;(source:Araport11)	5
260222_at	oligonucleotide	Arabidopsis thaliana	no	AT1G74380	xyloglucan xylosyltransferase 5;(source:Araport11)	1
250976_at	oligonucleotide	Arabidopsis thaliana	no	AT5G03060	striatin-like   protein	5
256517_at	oligonucleotide	Arabidopsis thaliana	no	AT1G66170	Encodes a PHD-domain containing protein required for male meiosis. Gene is expressed in developing male meiocytes and protein is localized to nuclear euchromatin   specifically during diplotene. Required to regulate microtubule organization and cell cycle transitions during male meiosis, and functions as a direct transcription activator of the meiotic gene TDM1.	1
246516_at	oligonucleotide	Arabidopsis thaliana	no	AT5G15740	RRT1 is a member of a novel glycosyltransferase famly in plants. It functions as a rhamnosyltransferase, elongating the RG-1 backbone. It functions during seed coat mucilage development.	5
261469_at	oligonucleotide	Arabidopsis thaliana	no	AT1G28340	receptor like protein 4;(source:Araport11)	1
257246_at	oligonucleotide	Arabidopsis thaliana	no	AT3G24130	Pectin lyase-like superfamily protein;(source:Araport11)	3
247469_at	oligonucleotide	Arabidopsis thaliana	no	AT5G62165	Encodes a MADS box transcription factor. Expressed in quiescent center. Involved in floral transition.	5
260159_at	oligonucleotide	Arabidopsis thaliana	no	AT1G79890	RAD3-like DNA-binding helicase protein;(source:Araport11)	1
262798_at	oligonucleotide	Arabidopsis thaliana	no	AT1G20980	Encodes a nuclear plant-specific protein with features characteristic of a transcriptional regulator, including a nuclear localization signal sequence, a plant-specific DNA binding domain (the SBP box), and a protein interaction motif (ankyrin repeats). It unctions as a transcriptional regulator that plays a role not only in sensitivity to FB1, but also in the development of normal plant architecture. The mRNA is cell-to-cell mobile.	1
251797_at	oligonucleotide	Arabidopsis thaliana	no	AT3G55560	AT-hook protein of GA feedback 2;(source:Araport11)	3
253400_at	oligonucleotide	Arabidopsis thaliana	no	AT4G32860	Avr9/Cf-9 rapidly elicited protein;(source:Araport11)	4
264698_at	oligonucleotide	Arabidopsis thaliana	no	AT1G70200	Encodes a RNA-Binding Protein RBD1. Promotes chilling tolerance through 23S rRNA processing.	1
245257_at	oligonucleotide	Arabidopsis thaliana	no	AT4G14640	encodes a divergent member of calmodulin, which is an EF-hand family of Ca2+-binding proteins. This gene is expressed in leaves, flowers and siliques. The gene functionally complements yeast calmodulin 1 (CAM1). Also the protein does not form formed a complex with a basic amphiphilic helical peptide in the presence of Ca2+ in vitro. Authors suggest that this gene may represent a Ca2+-binding sensor protein that interacts with a more limited set of target proteins than do more conventional CaM isoforms.	4
254763_at	oligonucleotide	Arabidopsis thaliana	no	AT4G13170	Ribosomal protein L13 family protein;(source:Araport11)	4
248098_at	oligonucleotide	Arabidopsis thaliana	no	AT5G55290	ATPase, V0 complex, subunit E;(source:Araport11)	5
249800_at	oligonucleotide	Arabidopsis thaliana	no	AT5G23660	Encodes a member of the SWEET sucrose efflux transporter family proteins.	5
259943_at	oligonucleotide	Arabidopsis thaliana	no	AT1G71480	Nuclear transport factor 2 (NTF2) family protein;(source:Araport11)	1
245789_at	oligonucleotide	Arabidopsis thaliana	no	AT1G32090	early-responsive to dehydration stress protein (ERD4);(source:Araport11)	1
262640_at	oligonucleotide	Arabidopsis thaliana	no	AT1G62760	Pectin methylesterase inhibitor that controls PME activity and pectin methylesterification during Botrytis infection.	1
253509_at	oligonucleotide	Arabidopsis thaliana	no	AT4G31710	member of Putative ligand-gated ion channel subunit family	4
261064_at	oligonucleotide	Arabidopsis thaliana	no	AT1G07510	encodes an FtsH protease that is localized to the mitochondrion	1
248606_at	oligonucleotide	Arabidopsis thaliana	no	AT5G49450	Encodes a transcription activator is a positive regulator of plant tolerance to salt, osmotic and drought stresses.	5
251392_at	oligonucleotide	Arabidopsis thaliana	no	AT3G60880	Encodes a dihydropicolinate synthase involved in lysine biosynthesis. The enzyme is allosterically inhibited by lysine. It is predicted to localize to the cholorplast.	3
266083_at	oligonucleotide	Arabidopsis thaliana	no	AT2G37820	Cysteine/Histidine-rich C1 domain family protein;(source:Araport11)	2
260903_at	oligonucleotide	Arabidopsis thaliana	no	AT1G02460	Pectin lyase-like superfamily protein;(source:Araport11)	1
260666_at	oligonucleotide	Arabidopsis thaliana	no	AT1G19300	The PARVUS/GLZ1 gene encodes a putative family 8 glycosyl transferase that contributes to xylan biosynthesis. Its gene expression shows good co-variance with the IRX3 gene involved in secondary cell wall synthesis. PARVUS/GLZ1 is predicted to have galacturonosyltransferase activity and may be involved in the formation of the complex oligosaccharide sequence present at the reducing end of xylan. PARVUS is expressed in cells undergoing secondary wall thickening, and parvus mutants have thinner cell walls.	1
256081_at	oligonucleotide	Arabidopsis thaliana	no	AT1G20700	Encodes WOX14, a WUSCHEL-related homeobox gene family member with 65 amino acids in its homeodomain.  Proteins in this family contain a sequence of eight residues (TLPLFPMH) downstream of the homeodomain called the WUS box. Functions in the shoot meristem organizing center to maintain the stem cells in an undifferentiated state. WOX4 and WOX14 act downstream of the PXY receptor kinase to regulate plant vascular proliferation independently of any role in vascular organisation.	1
246012_at	oligonucleotide	Arabidopsis thaliana	no	AT5G10650	JUL1 encode a RING-type E3 ubiquitin ligase that is involved in JA responses. It ubiquitinates the JAV1 jasmonic acid response repressor which is then degraded by the proteosome.	5
255884_at	oligonucleotide	Arabidopsis thaliana	no	AT1G20310	syringolide-induced protein;(source:Araport11)	1
262057_at	oligonucleotide	Arabidopsis thaliana	no	AT1G80040	ubiquitin system component Cue;(source:Araport11)	1
258943_at	oligonucleotide	Arabidopsis thaliana	no	AT3G10400	Encodes a U12-type spliceosomal protein U11/U12-31K.  Involved in U12 intron splicing via RNA chaperone activity and affects plant development.	3
259540_at	oligonucleotide	Arabidopsis thaliana	no	AT1G20640	Plant regulator RWP-RK family protein;(source:Araport11)	1
265000_at	oligonucleotide	Arabidopsis thaliana	no	AT1G67410	Exostosin family protein;(source:Araport11)	1
263092_at	oligonucleotide	Arabidopsis thaliana	no	AT2G16210	Transcriptional factor B3 family protein;(source:Araport11)	2
266706_at	oligonucleotide	Arabidopsis thaliana	no	AT2G03320	hypothetical protein;(source:Araport11)	2
